N,ratio,phi,av_FI_rate,mc_err_FI_rate,n_trajectories
5,0.25,0.01,1.5671266837267948,0.0,exact
5,0.25,0.05,1.561415292451423,0.0,exact
5,0.25,0.5,1.4656110835502185,0.0,exact
5,4.0,0.01,12.963376174829246,0.0,exact
5,4.0,0.05,8.33451457310001,0.0,exact
5,4.0,0.5,0.5066660720012215,0.0,exact
