,N,ratio,phi,err,var,abs_deriv
0,0.0,0.0,0.0,0.0,0.0,0.0
1,11.0,0.25,0.005,0.36216144010417844,4.685855077233599e-05,0.01890132361882623
2,11.0,0.25,0.005860511487667402,0.3587019283663949,6.319911975207469e-05,0.022162655882986965
3,11.0,0.25,0.006869118979416312,0.3661659020590015,9.044994749690826e-05,0.025973247854989258
4,11.0,0.25,0.008051310137804697,0.37668169089662884,0.00013154215830338747,0.030447943875250634
5,11.0,0.25,0.009436959110675488,0.3618267309113472,0.0001666998443439989,0.03568345919831257
6,11.0,0.25,0.011061081455352251,0.36471949649838226,0.00023266630394449083,0.04182228582450318
7,11.0,0.25,0.012964718987023335,0.3628714920268636,0.00031641272717984983,0.049020091950678094
8,11.0,0.25,0.01519597691156599,0.364697122972079,0.0004390875000767305,0.057457033497711765
9,11.0,0.25,0.01781123945131222,0.3638654860628736,0.000600487850658207,0.06734591367663928
10,11.0,0.25,0.020876594682802,0.3639167733202144,0.0008251553026494138,0.07893430224584448
11,11.0,0.25,0.024469504592387472,0.36334360009369376,0.0011299530571391477,0.09251511346031456
12,11.0,0.25,0.028680762552243406,0.3635101639328242,0.001553667197736531,0.10843324127871717
13,11.0,0.25,0.03361678768249667,0.36350026657383716,0.002134096518055689,0.1270873414999069
14,11.0,0.25,0.039402314078349564,0.36359544232115354,0.0029330629656538535,0.14895060188486836
15,11.0,0.25,0.04618354285936933,0.36376546219203776,0.004032607968537598,0.17457077481925307
16,11.0,0.25,0.05413183669370273,0.36387584244505644,0.0055419825614733895,0.20458762158335944
17,11.0,0.25,0.06344805015839611,0.3636901714764081,0.0076029406624181055,0.23975034227995295
18,11.0,0.25,0.07436760536467554,0.3639628219839052,0.010456098497928248,0.2809492060800892
19,11.0,0.25,0.08716644110999941,0.36394808424437597,0.014352928962347748,0.32917802104858573
20,11.0,0.25,0.10216798589284709,0.36410911031523696,0.019716905585569773,0.38564511361692017
21,11.0,0.25,0.11975133099937431,0.3642849226938321,0.027079295109534156,0.4517284889865853
22,11.0,0.25,0.14036081019705884,0.36454032231016975,0.037187964378419806,0.5289999486976195
23,11.0,0.25,0.1645172281156334,0.3648820779402103,0.05105971186536898,0.6192794195486259
24,11.0,0.25,0.19283102105817362,0.3653212315425193,0.07007817975526975,0.7246303057971832
25,11.0,0.25,0.22601768281801216,0.36596884994176304,0.09616856544518551,0.8473687576367754
26,11.0,0.25,0.2649158453141854,0.36684739752835793,0.13190841881121212,0.9900356077418517
27,11.0,0.25,0.3105084709457808,0.3680626107383373,0.18082437141055985,1.1553319394729837
28,11.0,0.25,0.3639476921991575,0.36974507083768215,0.24768207540445702,1.3459994921632297
29,11.0,0.25,0.4265839262086403,0.37206907892359087,0.33886016890556775,1.564540040589464
30,11.0,0.25,0.5,0.37530331505287234,0.46289046190241223,1.8128284800167025
31,11.0,4.0,0.005,0.106176237376812,97.20454893014704,92.85728120720061
32,11.0,4.0,0.005860511487667402,0.1074335679058845,127.46931967395335,105.09034914597801
33,11.0,4.0,0.006869118979416312,0.10915153007712734,164.59932036194073,117.53959523867717
34,11.0,4.0,0.008051310137804697,0.11149184860073663,208.4145334866011,129.48542420557118
35,11.0,4.0,0.009436959110675488,0.11466768508944843,257.56225051618605,139.958751766011
36,11.0,4.0,0.011061081455352251,0.11895398956968706,309.2287411563777,147.82943393559094
37,11.0,4.0,0.012964718987023335,0.12469275140404956,359.33810347497365,152.02339524772358
38,11.0,4.0,0.01519597691156599,0.13227927412273083,403.5435866048926,151.86350590011082
39,11.0,4.0,0.01781123945131222,0.14210066476979602,438.9257568233494,147.43460266028447
40,11.0,4.0,0.020876594682802,0.1543733112930408,465.6540663812783,139.7846489388987
41,11.0,4.0,0.024469504592387472,0.16883166718632123,487.5243824782735,130.780881817344
42,11.0,4.0,0.028680762552243406,0.18436016784213477,510.8587217607526,122.59797910130416
43,11.0,4.0,0.03361678768249667,0.1990123278664857,542.3934307955769,117.02461762217862
44,11.0,4.0,0.039402314078349564,0.21098985797477013,587.3213864569273,114.8619877919851
45,11.0,4.0,0.04618354285936933,0.22017132884358523,648.1649219725093,115.63305460263553
46,11.0,4.0,0.05413183669370273,0.22858365336328407,724.630698515792,117.7641752140733
47,11.0,4.0,0.06344805015839611,0.23914904435591924,814.9207440028526,119.36830766824842
48,11.0,4.0,0.07436760536467554,0.2538809752709078,918.9201650901323,119.40121139901926
49,11.0,4.0,0.08716644110999941,0.2729851393500902,1041.204787728938,118.20315605502512
50,11.0,4.0,0.10216798589284709,0.295905126846068,1189.8118865913843,116.56996387176405
51,11.0,4.0,0.11975133099937431,0.3236522689109459,1371.3740313916123,114.41930480984635
52,11.0,4.0,0.14036081019705884,0.35926056498937137,1589.086444254268,110.95942892943222
53,11.0,4.0,0.1645172281156334,0.406027828303383,1844.6849521643005,105.78042371342998
54,11.0,4.0,0.19283102105817362,0.4672069433278585,2136.875235394251,98.9419110920299
55,11.0,4.0,0.22601768281801216,0.5472193849656142,2454.5999243864685,90.53758055286697
56,11.0,4.0,0.2649158453141854,0.6515921392612121,2771.5903256434694,80.7957807468342
57,11.0,4.0,0.3105084709457808,0.7864021756904295,3044.700787410183,70.16614286901174
58,11.0,4.0,0.3639476921991575,0.958443381968447,3218.888631828813,59.19520277715938
59,11.0,4.0,0.4265839262086403,1.1757837324480251,3242.6901642458074,48.431205580245354
60,11.0,4.0,0.5,1.4493266018834978,3089.319500867646,38.34998066440561
