ratio;av_FI_rate;std	
0.2;64.7001713751665;2.9290353879892543
0.4;255.11732763026944;11.903078872396048
0.6;545.0079984804643;25.259431909903267
0.8;967.0582320352985;44.57209223062072
1.0;2623.713113144609;119.87137137914544
1.2;1846.23526867997;93.56367843875483
1.4;782.7625568823589;36.7471041966105
1.6;574.4557984104667;26.185623359213857
1.8;499.85398856938974;22.93299749576232	
2.2;525.0222928644226;24.78954779317763
2.6;551.7633032674587;24.78954779317763
