#w/w_c	av_FI_rate	std
0.2	4.31455905591346 0.1930078928370794	
0.6	33.79163389741506 1.4914667175177405	
1.0	72.63516212063104 3.289646267336787
1.4	91.60723618297094 4.458374353451712
1.8	53.298856648664014 2.5062712957059703
2.2	43.25530257964902 2.168819576215552
2.6	38.76062602310429 2.0583016435893327
