#w/w_c	av_FI_rate	std	
0.2	8.676327405476401	0.38195871123395914
0.6	75.30607057448715	3.2328116172135304	
1.0	214.22823384470144	9.595974860731678
1.4	187.98896435574858	 9.30426972759248
1.8	166.79850296228608	 7.821799997518589
2.2	129.18535087191722	5.965383443899074
2.6	150.5598266018107	6.97448329677142
