#w/w_c	av_FI_rate	std	
0.2	33.366560965150235	1.5173253885923499
0.6	304.15827067844515	13.316622647804948	
1.0	1105.245258496301	54.86715782983072
1.4	588.2105796075728	26.826570137355645
1.8	555.2719465743595	24.95509547737818
2.2	555.5107538359921	26.911731389042362
2.6	563.2897545856586	24.95509547737818

