#w/w_c	av_FI_rate	std	
0.2	39.04293321455497	1.7681668149827487
0.6	318.8068370528756	13.778526259627988
1.0	1183.0598028455765	56.318630536737615
1.4	572.306364327525	30.165005098685764
1.8	320.27863978109536	15.25008209632527
2.2	316.3322012472059	28.53328428877949 
2.6 	300.8074361259092	13.639100411006057 
